seq_name,mecA,lukF_PV,lukS_PV,id,estimated_coverage,reads_used,mecA_rcount,mecA_prop,lukS_rcount,lukS_prop,lukF_rcount,lukF_prop,n_sequence_used
39208_MW2,FALSE,FALSE,FALSE,39208,22.8107778571429,7000,272,0.4,222,0.405,168,0.34,200
39208_MW2,FALSE,FALSE,FALSE,39208,26.0420146428571,8000,309,0.41,247,0.43,196,0.36,200
39208_MW2,FALSE,FALSE,FALSE,39208,3.2363575,1000,53,0.123333333333333,40,0.123333333333333,37,0.14,300
39208_MW2,FALSE,FALSE,FALSE,39208,6.50260107142857,2000,115,0.206666666666667,78,0.176666666666667,84,0.213333333333333,300
39208_MW2,FALSE,FALSE,FALSE,39208,9.69052571428571,3000,173,0.26,110,0.22,136,0.263333333333333,300
39208_MW2,FALSE,FALSE,FALSE,39208,13.0230185714286,4000,221,0.306666666666667,148,0.246666666666667,182,0.333333333333333,300
39208_MW2,FALSE,FALSE,FALSE,39208,16.2503385714286,5000,275,0.336666666666667,188,0.276666666666667,220,0.36,300
39208_MW2,FALSE,FALSE,FALSE,39208,19.5402860714286,6000,328,0.356666666666667,243,0.31,267,0.37,300
39208_MW2,FALSE,FALSE,FALSE,39208,22.8107778571429,7000,391,0.38,287,0.326666666666667,311,0.393333333333333,300
39208_MW2,FALSE,FALSE,FALSE,39208,26.0420146428571,8000,448,0.423333333333333,324,0.35,360,0.416666666666667,300
39208_MW2,FALSE,FALSE,FALSE,39208,3.2363575,1000,75,0.1225,51,0.12,57,0.17,400
39208_MW2,FALSE,FALSE,FALSE,39208,6.50260107142857,2000,147,0.1825,107,0.1825,113,0.2375,400
39208_MW2,FALSE,FALSE,FALSE,39208,9.69052571428571,3000,207,0.2125,154,0.2325,177,0.2925,400
39208_MW2,FALSE,FALSE,FALSE,39208,13.0230185714286,4000,277,0.25,203,0.2725,234,0.345,400
39208_MW2,FALSE,FALSE,FALSE,39208,16.2503385714286,5000,335,0.28,269,0.315,280,0.3725,400
39208_MW2,FALSE,FALSE,FALSE,39208,19.5402860714286,6000,396,0.3125,330,0.335,328,0.3925,400
39208_MW2,FALSE,FALSE,FALSE,39208,22.8107778571429,7000,466,0.335,381,0.3575,373,0.41,400
39208_MW2,FALSE,FALSE,FALSE,39208,26.0420146428571,8000,536,0.36,422,0.37,420,0.43,400
39208_MW2,FALSE,FALSE,FALSE,39208,3.2363575,1000,77,0.102,59,0.12,58,0.166,500
39208_MW2,FALSE,FALSE,FALSE,39208,6.50260107142857,2000,156,0.174,125,0.184,115,0.238,500
39208_MW2,FALSE,FALSE,FALSE,39208,9.69052571428571,3000,226,0.212,184,0.226,186,0.3,500
39208_MW2,FALSE,FALSE,FALSE,39208,13.0230185714286,4000,289,0.244,244,0.26,245,0.346,500
39208_MW2,FALSE,FALSE,FALSE,39208,16.2503385714286,5000,363,0.274,308,0.296,295,0.37,500
39208_MW2,FALSE,FALSE,FALSE,39208,19.5402860714286,6000,419,0.306,373,0.314,354,0.384,500
39208_MW2,FALSE,FALSE,FALSE,39208,22.8107778571429,7000,501,0.338,431,0.34,406,0.408,500
39208_MW2,FALSE,FALSE,FALSE,39208,26.0420146428571,8000,582,0.37,485,0.364,464,0.432,500
39208_MW2,FALSE,FALSE,FALSE,39208,3.2363575,1000,90,0.105,63,0.121666666666667,74,0.156666666666667,600
39208_MW2,FALSE,FALSE,FALSE,39208,6.50260107142857,2000,201,0.163333333333333,139,0.176666666666667,138,0.216666666666667,600
39208_MW2,FALSE,FALSE,FALSE,39208,9.69052571428571,3000,308,0.216666666666667,202,0.221666666666667,228,0.278333333333333,600
39208_MW2,FALSE,FALSE,FALSE,39208,13.0230185714286,4000,401,0.265,271,0.258333333333333,316,0.333333333333333,600
39208_MW2,FALSE,FALSE,FALSE,39208,16.2503385714286,5000,495,0.3,346,0.298333333333333,382,0.356666666666667,600
39208_MW2,FALSE,FALSE,FALSE,39208,19.5402860714286,6000,587,0.331666666666667,432,0.321666666666667,462,0.381666666666667,600
39208_MW2,FALSE,FALSE,FALSE,39208,22.8107778571429,7000,697,0.358333333333333,505,0.345,520,0.405,600
39208_MW2,FALSE,FALSE,FALSE,39208,26.0420146428571,8000,796,0.378333333333333,566,0.361666666666667,595,0.428333333333333,600
39208_MW2,FALSE,FALSE,FALSE,39208,3.2363575,1000,114,0.117142857142857,72,0.122857142857143,93,0.175714285714286,700
39208_MW2,FALSE,FALSE,FALSE,39208,6.50260107142857,2000,233,0.181428571428571,148,0.18,167,0.238571428571429,700
39208_MW2,FALSE,FALSE,FALSE,39208,9.69052571428571,3000,342,0.227142857142857,214,0.225714285714286,266,0.297142857142857,700
39208_MW2,FALSE,FALSE,FALSE,39208,13.0230185714286,4000,443,0.268571428571429,287,0.265714285714286,354,0.341428571428571,700
39208_MW2,FALSE,FALSE,FALSE,39208,16.2503385714286,5000,548,0.308571428571429,362,0.307142857142857,424,0.374285714285714,700
39208_MW2,FALSE,FALSE,FALSE,39208,19.5402860714286,6000,638,0.332857142857143,450,0.324285714285714,509,0.394285714285714,700
39208_MW2,FALSE,FALSE,FALSE,39208,22.8107778571429,7000,741,0.362857142857143,519,0.344285714285714,580,0.414285714285714,700
39208_MW2,FALSE,FALSE,FALSE,39208,26.0420146428571,8000,850,0.378571428571429,586,0.364285714285714,665,0.438571428571429,700
39208_MW2,FALSE,FALSE,FALSE,39208,3.2363575,1000,107,0.1,80,0.125,93,0.165,800
39208_MW2,FALSE,FALSE,FALSE,39208,6.50260107142857,2000,224,0.16875,167,0.185,180,0.23375,800
39208_MW2,FALSE,FALSE,FALSE,39208,9.69052571428571,3000,332,0.20875,237,0.22625,281,0.2825,800
39208_MW2,FALSE,FALSE,FALSE,39208,13.0230185714286,4000,450,0.25375,320,0.26375,379,0.32625,800
39208_MW2,FALSE,FALSE,FALSE,39208,16.2503385714286,5000,546,0.29125,403,0.2975,458,0.35625,800
39208_MW2,FALSE,FALSE,FALSE,39208,19.5402860714286,6000,650,0.315,500,0.31875,550,0.38125,800
39208_MW2,FALSE,FALSE,FALSE,39208,22.8107778571429,7000,775,0.34375,575,0.3425,626,0.4075,800
39208_MW2,FALSE,FALSE,FALSE,39208,26.0420146428571,8000,887,0.36625,647,0.3625,715,0.425,800
39208_MW2,FALSE,FALSE,FALSE,39208,3.2363575,1000,137,0.11,85,0.123333333333333,96,0.165555555555556,900
39208_MW2,FALSE,FALSE,FALSE,39208,6.50260107142857,2000,288,0.172222222222222,176,0.182222222222222,177,0.233333333333333,900
39208_MW2,FALSE,FALSE,FALSE,39208,9.69052571428571,3000,406,0.203333333333333,252,0.225555555555556,289,0.291111111111111,900
39208_MW2,FALSE,FALSE,FALSE,39208,13.0230185714286,4000,534,0.246666666666667,340,0.264444444444444,387,0.338888888888889,900
39208_MW2,FALSE,FALSE,FALSE,39208,16.2503385714286,5000,658,0.293333333333333,430,0.303333333333333,465,0.368888888888889,900
39208_MW2,FALSE,FALSE,FALSE,39208,19.5402860714286,6000,769,0.321111111111111,533,0.324444444444444,554,0.394444444444444,900
39208_MW2,FALSE,FALSE,FALSE,39208,22.8107778571429,7000,902,0.361111111111111,617,0.347777777777778,634,0.417777777777778,900
39208_MW2,FALSE,FALSE,FALSE,39208,26.0420146428571,8000,1056,0.382222222222222,695,0.367777777777778,733,0.437777777777778,900
39208_MW2,FALSE,FALSE,FALSE,39208,3.2363575,1000,229,0.109218436873747,86,0.121212121212121,106,0.164426059979317,all
39208_MW2,FALSE,FALSE,FALSE,39208,6.50260107142857,2000,485,0.17434869739479,180,0.180735930735931,202,0.229576008273009,all
39208_MW2,FALSE,FALSE,FALSE,39208,9.69052571428571,3000,700,0.215430861723447,256,0.222943722943723,321,0.285418821096174,all
39208_MW2,FALSE,FALSE,FALSE,39208,13.0230185714286,4000,936,0.259519038076152,344,0.261904761904762,432,0.334022750775595,all
39208_MW2,FALSE,FALSE,FALSE,39208,16.2503385714286,5000,1156,0.295090180360721,436,0.301948051948052,520,0.362978283350569,all
39208_MW2,FALSE,FALSE,FALSE,39208,19.5402860714286,6000,1370,0.322645290581162,539,0.322510822510823,625,0.388831437435367,all
39208_MW2,FALSE,FALSE,FALSE,39208,22.8107778571429,7000,1607,0.352705410821643,623,0.346320346320346,711,0.41158221302999,all
39208_MW2,FALSE,FALSE,FALSE,39208,26.0420146428571,8000,1846,0.373246492985972,701,0.365800865800866,822,0.432264736297828,all
39209_Mu3,TRUE,FALSE,FALSE,39209,3.2363575,1000,18,0.83,19,0.16,23,0.18,100
39209_Mu3,TRUE,FALSE,FALSE,39209,6.50260107142857,2000,41,0.98,34,0.21,38,0.24,100
39209_Mu3,TRUE,FALSE,FALSE,39209,9.69052571428571,3000,59,1,44,0.25,51,0.27,100
39209_Mu3,TRUE,FALSE,FALSE,39209,13.0230185714286,4000,84,1,59,0.29,68,0.33,100
39209_Mu3,TRUE,FALSE,FALSE,39209,16.2503385714286,5000,109,1,74,0.3,80,0.35,100
39209_Mu3,TRUE,FALSE,FALSE,39209,19.5402860714286,6000,138,1,88,0.33,93,0.37,100
39209_Mu3,TRUE,FALSE,FALSE,39209,22.8107778571429,7000,165,1,104,0.35,117,0.39,100
39209_Mu3,TRUE,FALSE,FALSE,39209,26.0420146428571,8000,187,1,120,0.36,134,0.4,100
39209_Mu3,TRUE,FALSE,FALSE,39209,3.2363575,1000,35,0.875,27,0.095,32,0.16,200
39209_Mu3,TRUE,FALSE,FALSE,39209,6.50260107142857,2000,65,0.96,57,0.185,59,0.195,200
39209_Mu3,TRUE,FALSE,FALSE,39209,9.69052571428571,3000,95,0.98,86,0.23,82,0.235,200
39209_Mu3,TRUE,FALSE,FALSE,39209,13.0230185714286,4000,129,0.985,118,0.285,110,0.275,200
39209_Mu3,TRUE,FALSE,FALSE,39209,16.2503385714286,5000,163,0.99,154,0.325,128,0.3,200
39209_Mu3,TRUE,FALSE,FALSE,39209,19.5402860714286,6000,211,0.995,175,0.35,160,0.32,200
39209_Mu3,TRUE,FALSE,FALSE,39209,22.8107778571429,7000,248,0.995,203,0.365,193,0.36,200
39209_Mu3,TRUE,FALSE,FALSE,39209,26.0420146428571,8000,274,0.995,234,0.4,232,0.375,200
39209_Mu3,TRUE,FALSE,FALSE,39209,3.2363575,1000,42,0.853333333333333,48,0.126666666666667,60,0.19,300
39209_Mu3,TRUE,FALSE,FALSE,39209,6.50260107142857,2000,93,0.973333333333333,87,0.176666666666667,110,0.256666666666667,300
39209_Mu3,TRUE,FALSE,FALSE,39209,9.69052571428571,3000,144,0.986666666666667,129,0.233333333333333,160,0.29,300
39209_Mu3,TRUE,FALSE,FALSE,39209,13.0230185714286,4000,191,0.986666666666667,176,0.273333333333333,196,0.323333333333333,300
39209_Mu3,TRUE,FALSE,FALSE,39209,16.2503385714286,5000,238,0.99,227,0.3,244,0.346666666666667,300
39209_Mu3,TRUE,FALSE,FALSE,39209,19.5402860714286,6000,297,0.993333333333333,264,0.33,292,0.366666666666667,300
39209_Mu3,TRUE,FALSE,FALSE,39209,22.8107778571429,7000,346,0.993333333333333,317,0.376666666666667,344,0.386666666666667,300
39209_Mu3,TRUE,FALSE,FALSE,39209,26.0420146428571,8000,402,0.993333333333333,360,0.403333333333333,394,0.396666666666667,300
39209_Mu3,TRUE,FALSE,FALSE,39209,3.2363575,1000,64,0.885,53,0.125,65,0.18,400
39209_Mu3,TRUE,FALSE,FALSE,39209,6.50260107142857,2000,115,0.9675,99,0.175,120,0.235,400
39209_Mu3,TRUE,FALSE,FALSE,39209,9.69052571428571,3000,167,0.975,137,0.2075,181,0.2925,400
39209_Mu3,TRUE,FALSE,FALSE,39209,13.0230185714286,4000,221,0.98,196,0.2525,229,0.3225,400
39209_Mu3,TRUE,FALSE,FALSE,39209,16.2503385714286,5000,293,0.99,255,0.29,276,0.3375,400
39209_Mu3,TRUE,FALSE,FALSE,39209,19.5402860714286,6000,359,0.9925,298,0.32,331,0.365,400
39209_Mu3,TRUE,FALSE,FALSE,39209,22.8107778571429,7000,422,0.9925,356,0.3475,397,0.395,400
39209_Mu3,TRUE,FALSE,FALSE,39209,26.0420146428571,8000,464,0.995,398,0.3775,454,0.4125,400
39209_Mu3,TRUE,FALSE,FALSE,39209,3.2363575,1000,57,0.848,54,0.13,87,0.214,500
39209_Mu3,TRUE,FALSE,FALSE,39209,6.50260107142857,2000,111,0.962,101,0.172,162,0.268,500
39209_Mu3,TRUE,FALSE,FALSE,39209,9.69052571428571,3000,177,0.978,147,0.204,215,0.3,500
39209_Mu3,TRUE,FALSE,FALSE,39209,13.0230185714286,4000,230,0.982,197,0.246,273,0.332,500
39209_Mu3,TRUE,FALSE,FALSE,39209,16.2503385714286,5000,288,0.986,263,0.268,344,0.36,500
39209_Mu3,TRUE,FALSE,FALSE,39209,19.5402860714286,6000,367,0.996,309,0.292,421,0.388,500
39209_Mu3,TRUE,FALSE,FALSE,39209,22.8107778571429,7000,430,0.996,381,0.332,476,0.408,500
39209_Mu3,TRUE,FALSE,FALSE,39209,26.0420146428571,8000,489,0.996,422,0.352,557,0.432,500
39209_Mu3,TRUE,FALSE,FALSE,39209,3.2363575,1000,81,0.843333333333333,82,0.143333333333333,100,0.205,600
39209_Mu3,TRUE,FALSE,FALSE,39209,6.50260107142857,2000,175,0.965,148,0.2,174,0.248333333333333,600
39209_Mu3,TRUE,FALSE,FALSE,39209,9.69052571428571,3000,257,0.98,216,0.235,253,0.295,600
39209_Mu3,TRUE,FALSE,FALSE,39209,13.0230185714286,4000,347,0.986666666666667,291,0.271666666666667,324,0.345,600
39209_Mu3,TRUE,FALSE,FALSE,39209,16.2503385714286,5000,432,0.993333333333333,383,0.3,398,0.375,600
39209_Mu3,TRUE,FALSE,FALSE,39209,19.5402860714286,6000,539,0.995,445,0.326666666666667,482,0.398333333333333,600
39209_Mu3,TRUE,FALSE,FALSE,39209,22.8107778571429,7000,628,0.995,536,0.368333333333333,558,0.411666666666667,600
39209_Mu3,TRUE,FALSE,FALSE,39209,26.0420146428571,8000,707,0.995,613,0.395,638,0.428333333333333,600
39209_Mu3,TRUE,FALSE,FALSE,39209,3.2363575,1000,92,0.861428571428571,79,0.13,105,0.208571428571429,700
39209_Mu3,TRUE,FALSE,FALSE,39209,6.50260107142857,2000,185,0.967142857142857,153,0.185714285714286,205,0.265714285714286,700
39209_Mu3,TRUE,FALSE,FALSE,39209,9.69052571428571,3000,273,0.982857142857143,228,0.225714285714286,294,0.31,700
39209_Mu3,TRUE,FALSE,FALSE,39209,13.0230185714286,4000,382,0.987142857142857,301,0.265714285714286,367,0.352857142857143,700
39209_Mu3,TRUE,FALSE,FALSE,39209,16.2503385714286,5000,482,0.991428571428571,391,0.294285714285714,452,0.375714285714286,700
39209_Mu3,TRUE,FALSE,FALSE,39209,19.5402860714286,6000,590,0.995714285714286,450,0.318571428571429,547,0.402857142857143,700
39209_Mu3,TRUE,FALSE,FALSE,39209,22.8107778571429,7000,693,0.995714285714286,532,0.351428571428571,636,0.425714285714286,700
39209_Mu3,TRUE,FALSE,FALSE,39209,26.0420146428571,8000,780,0.995714285714286,608,0.371428571428571,732,0.444285714285714,700
39209_Mu3,TRUE,FALSE,FALSE,39209,3.2363575,1000,82,0.8525,80,0.125,120,0.20875,800
39209_Mu3,TRUE,FALSE,FALSE,39209,6.50260107142857,2000,191,0.96375,157,0.1825,215,0.26125,800
39209_Mu3,TRUE,FALSE,FALSE,39209,9.69052571428571,3000,290,0.9775,235,0.22125,309,0.3075,800
39209_Mu3,TRUE,FALSE,FALSE,39209,13.0230185714286,4000,398,0.98625,317,0.25625,398,0.3475,800
39209_Mu3,TRUE,FALSE,FALSE,39209,16.2503385714286,5000,500,0.99,401,0.275,487,0.37,800
39209_Mu3,TRUE,FALSE,FALSE,39209,19.5402860714286,6000,618,0.995,466,0.30125,584,0.39125,800
39209_Mu3,TRUE,FALSE,FALSE,39209,22.8107778571429,7000,727,0.995,560,0.33375,684,0.40875,800
39209_Mu3,TRUE,FALSE,FALSE,39209,26.0420146428571,8000,816,0.99625,647,0.35625,783,0.43,800
39209_Mu3,TRUE,FALSE,FALSE,39209,3.2363575,1000,102,0.845555555555556,87,0.123333333333333,127,0.21,900
39209_Mu3,TRUE,FALSE,FALSE,39209,6.50260107142857,2000,205,0.963333333333333,168,0.177777777777778,234,0.267777777777778,900
39209_Mu3,TRUE,FALSE,FALSE,39209,9.69052571428571,3000,323,0.98,252,0.217777777777778,331,0.314444444444444,900
39209_Mu3,TRUE,FALSE,FALSE,39209,13.0230185714286,4000,459,0.986666666666667,338,0.254444444444444,416,0.354444444444444,900
39209_Mu3,TRUE,FALSE,FALSE,39209,16.2503385714286,5000,588,0.99,437,0.282222222222222,514,0.377777777777778,900
39209_Mu3,TRUE,FALSE,FALSE,39209,19.5402860714286,6000,724,0.997777777777778,509,0.306666666666667,625,0.403333333333333,900
39209_Mu3,TRUE,FALSE,FALSE,39209,22.8107778571429,7000,846,0.997777777777778,609,0.343333333333333,726,0.423333333333333,900
39209_Mu3,TRUE,FALSE,FALSE,39209,26.0420146428571,8000,951,0.998888888888889,700,0.365555555555556,831,0.445555555555556,900
39209_Mu3,TRUE,FALSE,FALSE,39209,3.2363575,1000,181,0.851703406813627,90,0.125541125541126,136,0.203722854188211,all
39209_Mu3,TRUE,FALSE,FALSE,39209,6.50260107142857,2000,380,0.965931863727455,171,0.17965367965368,252,0.259565667011375,all
39209_Mu3,TRUE,FALSE,FALSE,39209,9.69052571428571,3000,571,0.980460921843687,255,0.218614718614719,360,0.30506721820062,all
39209_Mu3,TRUE,FALSE,FALSE,39209,13.0230185714286,4000,796,0.986472945891784,342,0.254329004329004,456,0.345398138572906,all
39209_Mu3,TRUE,FALSE,FALSE,39209,16.2503385714286,5000,1004,0.991482965931864,443,0.281385281385281,561,0.36918304033092,all
39209_Mu3,TRUE,FALSE,FALSE,39209,19.5402860714286,6000,1240,0.996492985971944,516,0.306277056277056,676,0.392967942088935,all
39209_Mu3,TRUE,FALSE,FALSE,39209,22.8107778571429,7000,1449,0.996492985971944,617,0.341991341991342,784,0.413650465356774,all
39209_Mu3,TRUE,FALSE,FALSE,39209,26.0420146428571,8000,1658,0.99749498997996,709,0.364718614718615,897,0.434332988624612,all
39210_Mu50,TRUE,FALSE,FALSE,39210,3.2363575,1000,27,0.71,17,0.14,24,0.15,100
39210_Mu50,TRUE,FALSE,FALSE,39210,6.50260107142857,2000,54,0.88,29,0.15,40,0.18,100
39210_Mu50,TRUE,FALSE,FALSE,39210,9.69052571428571,3000,79,1,47,0.19,54,0.24,100
39210_Mu50,TRUE,FALSE,FALSE,39210,13.0230185714286,4000,101,1,68,0.23,71,0.26,100
39210_Mu50,TRUE,FALSE,FALSE,39210,16.2503385714286,5000,126,1,86,0.26,88,0.28,100
39210_Mu50,TRUE,FALSE,FALSE,39210,19.5402860714286,6000,160,1,102,0.27,106,0.31,100
39210_Mu50,TRUE,FALSE,FALSE,39210,22.8107778571429,7000,180,1,114,0.33,124,0.38,100
39210_Mu50,TRUE,FALSE,FALSE,39210,26.0420146428571,8000,206,1,125,0.34,134,0.4,100
39210_Mu50,TRUE,FALSE,FALSE,39210,3.2363575,1000,45,0.82,37,0.135,29,0.14,200
39210_Mu50,TRUE,FALSE,FALSE,39210,6.50260107142857,2000,82,0.95,64,0.18,60,0.245,200
39210_Mu50,TRUE,FALSE,FALSE,39210,9.69052571428571,3000,126,0.995,86,0.205,86,0.28,200
39210_Mu50,TRUE,FALSE,FALSE,39210,13.0230185714286,4000,162,1,120,0.265,122,0.31,200
39210_Mu50,TRUE,FALSE,FALSE,39210,16.2503385714286,5000,202,1,154,0.31,148,0.33,200
39210_Mu50,TRUE,FALSE,FALSE,39210,19.5402860714286,6000,240,1,184,0.34,182,0.38,200
39210_Mu50,TRUE,FALSE,FALSE,39210,22.8107778571429,7000,286,1,214,0.4,202,0.415,200
39210_Mu50,TRUE,FALSE,FALSE,39210,26.0420146428571,8000,336,1,240,0.41,229,0.435,200
39210_Mu50,TRUE,FALSE,FALSE,39210,3.2363575,1000,56,0.82,41,0.123333333333333,39,0.146666666666667,300
39210_Mu50,TRUE,FALSE,FALSE,39210,6.50260107142857,2000,114,0.953333333333333,83,0.183333333333333,85,0.233333333333333,300
39210_Mu50,TRUE,FALSE,FALSE,39210,9.69052571428571,3000,174,0.996666666666667,126,0.213333333333333,129,0.266666666666667,300
39210_Mu50,TRUE,FALSE,FALSE,39210,13.0230185714286,4000,230,0.996666666666667,176,0.26,174,0.303333333333333,300
39210_Mu50,TRUE,FALSE,FALSE,39210,16.2503385714286,5000,274,1,220,0.286666666666667,224,0.326666666666667,300
39210_Mu50,TRUE,FALSE,FALSE,39210,19.5402860714286,6000,333,1,264,0.313333333333333,274,0.343333333333333,300
39210_Mu50,TRUE,FALSE,FALSE,39210,22.8107778571429,7000,391,1,300,0.336666666666667,312,0.37,300
39210_Mu50,TRUE,FALSE,FALSE,39210,26.0420146428571,8000,454,1,334,0.353333333333333,354,0.393333333333333,300
39210_Mu50,TRUE,FALSE,FALSE,39210,3.2363575,1000,70,0.85,49,0.1275,55,0.1875,400
39210_Mu50,TRUE,FALSE,FALSE,39210,6.50260107142857,2000,143,0.9625,97,0.185,106,0.2625,400
39210_Mu50,TRUE,FALSE,FALSE,39210,9.69052571428571,3000,213,0.9975,144,0.21,159,0.295,400
39210_Mu50,TRUE,FALSE,FALSE,39210,13.0230185714286,4000,268,0.9975,207,0.255,209,0.33,400
39210_Mu50,TRUE,FALSE,FALSE,39210,16.2503385714286,5000,332,0.9975,252,0.2875,257,0.345,400
39210_Mu50,TRUE,FALSE,FALSE,39210,19.5402860714286,6000,401,1,307,0.3025,320,0.3775,400
39210_Mu50,TRUE,FALSE,FALSE,39210,22.8107778571429,7000,478,1,349,0.345,364,0.4,400
39210_Mu50,TRUE,FALSE,FALSE,39210,26.0420146428571,8000,552,1,398,0.3575,410,0.4175,400
39210_Mu50,TRUE,FALSE,FALSE,39210,3.2363575,1000,67,0.798,48,0.108,64,0.164,500
39210_Mu50,TRUE,FALSE,FALSE,39210,6.50260107142857,2000,156,0.948,106,0.172,129,0.26,500
39210_Mu50,TRUE,FALSE,FALSE,39210,9.69052571428571,3000,223,0.994,153,0.21,193,0.292,500
39210_Mu50,TRUE,FALSE,FALSE,39210,13.0230185714286,4000,290,0.996,214,0.25,251,0.328,500
39210_Mu50,TRUE,FALSE,FALSE,39210,16.2503385714286,5000,354,0.998,262,0.284,311,0.35,500
39210_Mu50,TRUE,FALSE,FALSE,39210,19.5402860714286,6000,423,1,314,0.308,380,0.382,500
39210_Mu50,TRUE,FALSE,FALSE,39210,22.8107778571429,7000,489,1,362,0.342,440,0.412,500
39210_Mu50,TRUE,FALSE,FALSE,39210,26.0420146428571,8000,568,1,402,0.352,489,0.432,500
39210_Mu50,TRUE,FALSE,FALSE,39210,3.2363575,1000,102,0.8,68,0.125,75,0.171666666666667,600
39210_Mu50,TRUE,FALSE,FALSE,39210,6.50260107142857,2000,206,0.933333333333333,137,0.183333333333333,152,0.253333333333333,600
39210_Mu50,TRUE,FALSE,FALSE,39210,9.69052571428571,3000,302,0.995,203,0.208333333333333,224,0.291666666666667,600
39210_Mu50,TRUE,FALSE,FALSE,39210,13.0230185714286,4000,388,0.996666666666667,284,0.245,300,0.331666666666667,600
39210_Mu50,TRUE,FALSE,FALSE,39210,16.2503385714286,5000,482,1,349,0.278333333333333,373,0.353333333333333,600
39210_Mu50,TRUE,FALSE,FALSE,39210,19.5402860714286,6000,585,1,418,0.303333333333333,449,0.381666666666667,600
39210_Mu50,TRUE,FALSE,FALSE,39210,22.8107778571429,7000,686,1,481,0.336666666666667,525,0.416666666666667,600
39210_Mu50,TRUE,FALSE,FALSE,39210,26.0420146428571,8000,793,1,537,0.346666666666667,589,0.436666666666667,600
39210_Mu50,TRUE,FALSE,FALSE,39210,3.2363575,1000,104,0.811428571428571,67,0.117142857142857,87,0.184285714285714,700
39210_Mu50,TRUE,FALSE,FALSE,39210,6.50260107142857,2000,217,0.948571428571429,139,0.172857142857143,168,0.258571428571429,700
39210_Mu50,TRUE,FALSE,FALSE,39210,9.69052571428571,3000,326,0.995714285714286,203,0.202857142857143,254,0.3,700
39210_Mu50,TRUE,FALSE,FALSE,39210,13.0230185714286,4000,414,0.997142857142857,289,0.242857142857143,339,0.335714285714286,700
39210_Mu50,TRUE,FALSE,FALSE,39210,16.2503385714286,5000,496,0.998571428571429,359,0.277142857142857,418,0.357142857142857,700
39210_Mu50,TRUE,FALSE,FALSE,39210,19.5402860714286,6000,599,1,431,0.3,507,0.387142857142857,700
39210_Mu50,TRUE,FALSE,FALSE,39210,22.8107778571429,7000,705,1,492,0.334285714285714,596,0.422857142857143,700
39210_Mu50,TRUE,FALSE,FALSE,39210,26.0420146428571,8000,823,1,552,0.345714285714286,674,0.441428571428571,700
39210_Mu50,TRUE,FALSE,FALSE,39210,3.2363575,1000,114,0.81,70,0.11125,98,0.18375,800
39210_Mu50,TRUE,FALSE,FALSE,39210,6.50260107142857,2000,248,0.95,151,0.1725,188,0.27,800
39210_Mu50,TRUE,FALSE,FALSE,39210,9.69052571428571,3000,354,0.99875,225,0.20375,283,0.31125,800
39210_Mu50,TRUE,FALSE,FALSE,39210,13.0230185714286,4000,460,0.99875,312,0.245,378,0.35125,800
39210_Mu50,TRUE,FALSE,FALSE,39210,16.2503385714286,5000,561,1,384,0.27125,462,0.37125,800
39210_Mu50,TRUE,FALSE,FALSE,39210,19.5402860714286,6000,681,1,464,0.29625,564,0.40125,800
39210_Mu50,TRUE,FALSE,FALSE,39210,22.8107778571429,7000,794,1,535,0.33125,653,0.435,800
39210_Mu50,TRUE,FALSE,FALSE,39210,26.0420146428571,8000,925,1,603,0.34625,737,0.45125,800
39210_Mu50,TRUE,FALSE,FALSE,39210,3.2363575,1000,129,0.815555555555556,78,0.115555555555556,102,0.18,900
39210_Mu50,TRUE,FALSE,FALSE,39210,6.50260107142857,2000,267,0.951111111111111,168,0.173333333333333,193,0.264444444444444,900
39210_Mu50,TRUE,FALSE,FALSE,39210,9.69052571428571,3000,387,0.996666666666667,249,0.208888888888889,294,0.301111111111111,900
39210_Mu50,TRUE,FALSE,FALSE,39210,13.0230185714286,4000,505,0.996666666666667,344,0.245555555555556,389,0.336666666666667,900
39210_Mu50,TRUE,FALSE,FALSE,39210,16.2503385714286,5000,632,0.997777777777778,425,0.276666666666667,476,0.353333333333333,900
39210_Mu50,TRUE,FALSE,FALSE,39210,19.5402860714286,6000,772,1,513,0.302222222222222,579,0.384444444444444,900
39210_Mu50,TRUE,FALSE,FALSE,39210,22.8107778571429,7000,916,1,587,0.336666666666667,673,0.417777777777778,900
